route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
R012,WEEK_ALL,T012_012,Al Obour,0,S012
R012,WEEK_ALL,T012_013,Al Obour,0,S012
R012,WEEK_ALL,T012_014,Al Obour,0,S012
R012,WEEK_ALL,T012_015,Al Obour,0,S012
R012,WEEK_ALL,T012_016,Al Obour,0,S012
R012,WEEK_ALL,T012_017,Al Obour,0,S012
R012,WEEK_ALL,T012_018,Al Obour,0,S012
R012,WEEK_ALL,T012_019,Al Obour,0,S012
R012,WEEK_ALL,T012_020,Al Obour,0,S012
R012,WEEK_ALL,T012_021,Al Obour,0,S012
R012,WEEK_ALL,T012_022,Al Obour,0,S012
R012,WEEK_ALL,T012_023,Al Obour,0,S012
R012,WEEK_ALL,T012_024,Al Obour,0,S012
R012,WEEK_ALL,T012_025,Al Obour,0,S012
R012,WEEK_ALL,T012_026,Al Obour,0,S012
R012,WEEK_ALL,T012_027,Al Obour,0,S012
R012,WEEK_ALL,T012_028,Al Obour,0,S012
R012,WEEK_ALL,T012_029,Al Obour,0,S012
R012,WEEK_ALL,T012_030,Al Obour,0,S012
R012,WEEK_ALL,T012_031,Al Obour,0,S012
R012,WEEK_ALL,T012_032,Al Obour,0,S012
R012,WEEK_ALL,T012_033,Al Obour,0,S012
R012,WEEK_ALL,T012_034,Al Obour,0,S012
R012,WEEK_ALL,T012_035,Al Obour,0,S012
R012,WEEK_ALL,T012_036,Al Obour,0,S012
R012,WEEK_ALL,T012_037,Al Obour,0,S012
R012,WEEK_ALL,T012_038,Al Obour,0,S012
R012,WEEK_ALL,T012_039,Al Obour,0,S012
R012,WEEK_ALL,T012_040,Al Obour,0,S012
R012,WEEK_ALL,T012_041,Al Obour,0,S012
R013,WEEK_ALL,T013_001,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_002,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_003,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_004,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_005,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_006,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_007,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_008,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_009,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_010,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_011,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_012,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_013,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_014,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_015,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_016,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_017,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_018,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_019,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_020,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_021,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_022,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_023,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_024,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_025,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_026,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_027,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_028,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_029,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_030,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_031,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_032,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_033,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_034,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_035,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_036,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_037,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_038,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_039,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_040,Al Hay Al Emarati,0,S013
R013,WEEK_ALL,T013_041,Al Hay Al Emarati,0,S013
R009,WEEK_ALL,T009R_001,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_002,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_003,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_004,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_005,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_006,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_007,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_008,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_009,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_010,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_011,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_012,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_013,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_014,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_015,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_016,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_017,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_018,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_019,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_020,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_021,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_022,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_023,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_024,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_025,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_026,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_027,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_028,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_029,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_030,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_031,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_032,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_033,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_034,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_035,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_036,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_037,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_038,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_039,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_040,Ferry Port Said Port Fouad,1,S009R
R009,WEEK_ALL,T009R_041,Ferry Port Said Port Fouad,1,S009R
